MET file converted from FVCOM file2014_12Kmwrf.dat
KT = coef of heat exchange (watts/m2/C) (not used), TE = equil temp (C) (not used)
 IO = PAR (E/m2/day), FD=Fraction of day, and WS = wind speed (m/s)
    JDAY    KT      TE      IO      FD      WS  
1642.500  14.940  23.030  63.069   0.661   3.075
1643.500  14.940  23.030  48.977   0.661   2.316
1644.500  14.940  23.030  49.972   0.661   2.558
1645.500  14.940  23.030  59.201   0.661   2.376
1646.500  14.940  23.030  69.060   0.658   2.746
1647.500  14.940  23.030  66.681   0.656   4.141
1648.500  14.940  23.030  71.136   0.653   4.209
1649.500  14.940  23.030  70.870   0.651   3.077
1650.500  14.940  23.030  71.469   0.648   2.625
1651.500  14.940  23.030  71.255   0.645   3.360
1652.500  14.940  23.030  67.945   0.643   2.604
1653.500  14.940  23.030  45.410   0.639   3.258
1654.500  14.940  23.030  67.178   0.634   2.351
1655.500  14.940  23.030  69.946   0.630   2.288
1656.500  14.940  23.030  68.618   0.626   3.120
1657.500  14.940  23.030  68.854   0.622   2.870
1658.500  14.940  23.030  64.240   0.617   2.495
1659.500  14.940  23.030  41.271   0.613   4.295
1660.500  14.940  23.030  17.836   0.609   1.780
1661.500  14.940  23.030  68.084   0.605   2.543
1662.500  14.940  23.030  67.543   0.600   2.248
1663.500  14.940  23.030  23.652   0.596   5.742
1664.500  14.940  23.030  52.792   0.592   3.026
1665.500  14.940  23.030  66.451   0.588   2.552
1666.500  14.940  23.030  66.507   0.583   3.109
1667.500  14.940  23.030  66.130   0.583   4.783
1668.500  14.940  23.030  66.351   0.583   4.527
1669.500  14.940  23.030  65.869   0.583   3.877
1670.500  14.940  23.030  65.425   0.583   3.508
1671.500  14.940  23.030  65.382   0.583   4.111
1672.500  14.940  23.030  54.913   0.583   3.163
1673.500  14.940  23.030  64.064   0.583   3.175
1674.500  14.940  23.030  64.011   0.582   3.264
1675.500  14.940  23.030  64.644   0.582   3.599
1676.500  14.940  23.030  63.160   0.581   2.657
1677.500  14.940  23.030  45.235   0.580   2.473
1678.500  14.940  23.030  61.087   0.579   2.771
1679.500  14.940  23.030  61.068   0.578   2.835
1680.500  14.940  23.030  60.382   0.577   3.441
1681.500  14.940  23.030  62.069   0.578   4.798
1682.500  14.940  23.030  58.315   0.579   3.618
1683.500  14.940  23.030  50.125   0.580   2.738
1684.500  14.940  23.030  27.125   0.581   4.310
1685.500  14.940  23.030  46.361   0.582   2.171
1686.500  14.940  23.030  52.789   0.582   2.292
1687.500  14.940  23.030  56.384   0.583   2.208
1688.500  14.940  23.030  56.947   0.581   3.090
1689.500  14.940  23.030  57.178   0.578   3.997
1690.500  14.940  23.030  39.511   0.576   3.132
1691.500  14.940  23.030  54.819   0.573   3.354
1692.500  14.940  23.030  56.119   0.571   3.848
1693.500  14.940  23.030  55.122   0.568   2.451
1694.500  14.940  23.030  55.276   0.565   1.985
1695.500  14.940  23.030  54.634   0.560   3.068
1696.500  14.940  23.030  53.606   0.554   3.515
1697.500  14.940  23.030  52.506   0.548   2.685
1698.500  14.940  23.030  51.262   0.542   2.326
1699.500  14.940  23.030  47.453   0.536   2.162
1700.500  14.940  23.030  10.987   0.530   1.858
1701.500  14.940  23.030  15.826   0.524   2.849
1702.500  14.940  23.030  45.091   0.520   3.042
1703.500  14.940  23.030  31.472   0.517   2.465
1704.500  14.940  23.030  33.222   0.514   2.887
1705.500  14.940  23.030  50.529   0.510   2.432
1706.500  14.940  23.030  50.329   0.507   4.310
1707.500  14.940  23.030  49.940   0.503   4.632
1708.500  14.940  23.030  49.672   0.500   4.130
1709.500  14.940  23.030  48.996   0.500   2.223
1710.500  14.940  23.030  30.684   0.500   2.768
1711.500  14.940  23.030  41.852   0.500   2.510
1712.500  14.940  23.030  47.361   0.500   5.649
1713.500  14.940  23.030  48.206   0.500   3.729
1714.500  14.940  23.030  47.363   0.500   5.592
1715.500  14.940  23.030  46.432   0.500   4.160
1716.500  14.940  23.030  45.779   0.499   3.420
1717.500  14.940  23.030  44.956   0.498   2.005
1718.500  14.940  23.030  38.943   0.497   2.720
1719.500  14.940  23.030  28.716   0.497   2.004
1720.500  14.940  23.030   8.711   0.496   1.391
1721.500  14.940  23.030  26.892   0.495   2.712
1722.500  14.940  23.030  41.417   0.494   4.498
1723.500  14.940  23.030  40.386   0.494   4.171
1724.500  14.940  23.030  35.811   0.494   4.710
1725.500  14.940  23.030  19.842   0.494   4.550
1726.500  14.940  23.030  26.863   0.494   4.862
1727.500  14.940  23.030  36.319   0.494   3.905
1728.500  14.940  23.030  13.140   0.494   4.860
1729.500  14.940  23.030  37.830   0.494   3.892
1730.500  14.940  23.030  37.624   0.486   3.804
1731.500  14.940  23.030  24.011   0.479   3.826
1732.500  14.940  23.030  36.260   0.471   2.262
1733.500  14.940  23.030  32.168   0.463   3.218
1734.500  14.940  23.030  35.280   0.456   2.004
1735.500  14.940  23.030  31.339   0.448   1.632
1736.500  14.940  23.030  23.286   0.440   1.859
1737.500  14.940  23.030  33.247   0.437   2.381
1738.500  14.940  23.030  32.122   0.434   2.094
1739.500  14.940  23.030  31.997   0.430   3.212
1740.500  14.940  23.030  22.509   0.427   1.432
1741.500  14.940  23.030  23.098   0.423   1.953
1742.500  14.940  23.030  25.244   0.420   6.246
1743.500  14.940  23.030  29.868   0.417   2.640
1744.500  14.940  23.030  20.937   0.416   4.006
1745.500  14.940  23.030  10.368   0.415   7.186
1746.500  14.940  23.030  13.400   0.414   3.098
1747.500  14.940  23.030  18.752   0.413   6.055
1748.500  14.940  23.030  23.937   0.412   4.845
1749.500  14.940  23.030  10.033   0.412   6.318
1750.500  14.940  23.030  24.987   0.411   4.926
1751.500  14.940  23.030  25.717   0.409   5.282
1752.500  14.940  23.030  26.487   0.407   5.765
1753.500  14.940  23.030  20.111   0.406   8.824
1754.500  14.940  23.030   8.159   0.404   8.641
1755.500  14.940  23.030  19.320   0.402   7.761
1756.500  14.940  23.030  14.032   0.401   3.337
1757.500  14.940  23.030  10.108   0.399   4.706
1758.500  14.940  23.030  19.819   0.395   5.763
1759.500  14.940  23.030  16.935   0.392   5.495
1760.500  14.940  23.030   7.111   0.389   8.354
1761.500  14.940  23.030  23.261   0.385   5.521
1762.500  14.940  23.030   6.778   0.382   4.234
1763.500  14.940  23.030  18.623   0.378   2.697
1764.500  14.940  23.030  22.335   0.375   2.592
1765.500  14.940  23.030   8.711   0.373   6.138
1766.500  14.940  23.030   6.408   0.372   8.865
1767.500  14.940  23.030  12.627   0.370   4.343
1768.500  14.940  23.030   6.484   0.368   5.343
1769.500  14.940  23.030   7.503   0.366   9.464
1770.500  14.940  23.030  19.237   0.365   3.265
1771.500  14.940  23.030  17.831   0.363   3.328
1772.500  14.940  23.030  15.954   0.360   7.217
1773.500  14.940  23.030  19.741   0.356   4.922
1774.500  14.940  23.030  20.375   0.353   7.629
1775.500  14.940  23.030  20.327   0.349   9.096
1776.500  14.940  23.030  19.644   0.346   6.734
1777.500  14.940  23.030  19.192   0.343   3.924
1778.500  14.940  23.030  19.128   0.339   4.670
1779.500  14.940  23.030  18.237   0.335   3.739
1780.500  14.940  23.030  18.080   0.331   2.115
1781.500  14.940  23.030  14.879   0.327   3.713
1782.500  14.940  23.030  13.345   0.322   4.446
1783.500  14.940  23.030   8.788   0.318   5.549
1784.500  14.940  23.030   1.695   0.314   7.217
1785.500  14.940  23.030  15.954   0.310   3.429
1786.500  14.940  23.030  15.020   0.311   5.776
1787.500  14.940  23.030   3.024   0.313   8.024
1788.500  14.940  23.030   1.867   0.315   4.619
1789.500  14.940  23.030   1.196   0.316  10.234
1790.500  14.940  23.030   5.127   0.318   9.653
1791.500  14.940  23.030   4.585   0.320   6.450
1792.500  14.940  23.030  15.914   0.321   8.838
1793.500  14.940  23.030  15.708   0.321   4.363
1794.500  14.940  23.030  15.282   0.320   2.697
1795.500  14.940  23.030  14.832   0.319   5.528
1796.500  14.940  23.030  14.072   0.318   3.945
1797.500  14.940  23.030   8.701   0.317   2.678
1798.500  14.940  23.030   2.803   0.316   3.088
1799.500  14.940  23.030   8.063   0.315   6.749
1800.500  14.940  23.030   8.934   0.317   3.889
1801.500  14.940  23.030   6.543   0.319   7.200
1802.500  14.940  23.030   9.303   0.321  10.845
1803.500  14.940  23.030   2.198   0.322  11.428
1804.500  14.940  23.030   3.775   0.324   8.281
1805.500  14.940  23.030  11.981   0.326   5.497
1806.500  14.940  23.030  12.023   0.327   3.437
1807.500  14.940  23.030  13.601   0.327   5.269
1808.500  14.940  23.030   4.814   0.326   6.036
1809.500  14.940  23.030   3.082   0.325   3.476
1810.500  14.940  23.030   6.563   0.324   2.947
1811.500  14.940  23.030   4.083   0.323   7.284
1812.500  14.940  23.030   3.698   0.322   8.326
1813.500  14.940  23.030   1.912   0.321   9.804
1814.500  14.940  23.030  11.291   0.323   5.853
1815.500  14.940  23.030  11.398   0.325   1.808
1816.500  14.940  23.030   2.151   0.327   6.435
1817.500  14.940  23.030  10.404   0.328   4.255
1818.500  14.940  23.030  11.742   0.330   3.020
1819.500  14.940  23.030   9.045   0.332   2.869
1820.500  14.940  23.030   5.235   0.333   4.692
1821.500  14.940  23.030  11.770   0.333   6.335
1822.500  14.940  23.030  14.235   0.333   6.127
1823.500  14.940  23.030  14.375   0.333   3.603
1824.500  14.940  23.030  13.949   0.333   3.460
1825.000  14.940  23.030   7.904   0.327   1.510
1825.500  14.940  23.030   7.904   0.327   1.510
1826.500  14.940  23.030   3.579   0.327   7.986
1827.500  14.940  23.030  13.182   0.327   4.903
1828.500  14.940  23.030  14.622   0.327   3.111
1829.500  14.940  23.030  14.526   0.326   3.875
1830.500  14.940  23.030  10.279   0.324   5.775
1831.500  14.940  23.030   2.936   0.322   7.733
1832.500  14.940  23.030   3.913   0.321   7.857
1833.500  14.940  23.030   5.191   0.319   7.177
1834.500  14.940  23.030   3.160   0.317   8.835
1835.500  14.940  23.030   6.494   0.315  12.387
1836.500  14.940  23.030   5.220   0.318   6.436
1837.500  14.940  23.030   8.795   0.321   5.465
1838.500  14.940  23.030   9.770   0.323   3.326
1839.500  14.940  23.030  15.397   0.326   2.838
1840.500  14.940  23.030  15.130   0.328   4.353
1841.500  14.940  23.030  16.472   0.331   3.776
1842.500  14.940  23.030  16.265   0.333   5.181
1843.500  14.940  23.030  15.099   0.333   3.855
1844.500  14.940  23.030  17.176   0.333   2.338
1845.500  14.940  23.030  13.059   0.333   5.662
1846.500  14.940  23.030  13.646   0.333   3.535
1847.500  14.940  23.030  17.910   0.333   4.685
1848.500  14.940  23.030  17.848   0.333   2.425
1849.500  14.940  23.030  19.006   0.333   3.152
1850.500  14.940  23.030  18.422   0.338   2.928
1851.500  14.940  23.030   8.741   0.344   3.727
1852.500  14.940  23.030   4.519   0.349   3.897
1853.500  14.940  23.030   3.970   0.354   6.698
1854.500  14.940  23.030   7.670   0.359   3.715
1855.500  14.940  23.030  20.627   0.364   5.304
1856.500  14.940  23.030  16.340   0.369   2.610
1857.500  14.940  23.030  21.484   0.373   5.193
1858.500  14.940  23.030  21.496   0.378   6.479
1859.500  14.940  23.030  22.947   0.382   7.015
1860.500  14.940  23.030  24.116   0.386   8.235
1861.500  14.940  23.030  24.168   0.390   6.667
1862.500  14.940  23.030  23.030   0.395   3.442
1863.500  14.940  23.030  23.373   0.399   4.338
1864.500  14.940  23.030  20.545   0.400   4.000
1865.500  14.940  23.030  12.887   0.401   8.297
1866.500  14.940  23.030  12.762   0.401   7.866
1867.500  14.940  23.030  20.261   0.402   7.427
1868.500  14.940  23.030  25.405   0.403   7.690
1869.500  14.940  23.030  24.970   0.404   7.516
1870.500  14.940  23.030   7.947   0.405   7.484
1871.500  14.940  23.030   6.320   0.406  11.337
1872.500  14.940  23.030  15.540   0.408   6.542
1873.500  14.940  23.030   7.622   0.410   7.993
1874.500  14.940  23.030  24.273   0.412   5.373
1875.500  14.940  23.030  10.933   0.413   4.699
1876.500  14.940  23.030  24.082   0.415   3.261
1877.500  14.940  23.030  10.080   0.417   4.042
1878.500  14.940  23.030   4.572   0.416   3.881
1879.500  14.940  23.030   6.859   0.415   3.586
1880.500  14.940  23.030  28.020   0.414   4.126
1881.500  14.940  23.030  27.596   0.413   3.086
1882.500  14.940  23.030  16.046   0.412   2.570
1883.500  14.940  23.030  29.111   0.412   4.940
1884.500  14.940  23.030  10.391   0.411   7.512
1885.500  14.940  23.030   8.894   0.413   5.803
1886.500  14.940  23.030  21.221   0.416   5.258
1887.500  14.940  23.030  15.460   0.418   3.507
1888.500  14.940  23.030  27.038   0.421   7.857
1889.500  14.940  23.030   9.858   0.423   9.925
1890.500  14.940  23.030  35.299   0.426   5.817
1891.500  14.940  23.030   9.908   0.429   7.935
1892.500  14.940  23.030  31.183   0.435   2.922
1893.500  14.940  23.030  33.428   0.442   4.959
1894.500  14.940  23.030  38.047   0.449   2.246
1895.500  14.940  23.030  38.912   0.456   2.697
1896.500  14.940  23.030  28.376   0.463   3.693
1897.500  14.940  23.030  39.086   0.469   5.312
1898.500  14.940  23.030  12.410   0.476   8.002
1899.500  14.940  23.030   7.923   0.480   3.474
1900.500  14.940  23.030  42.018   0.483   6.251
1901.500  14.940  23.030  35.292   0.486   5.455
1902.500  14.940  23.030  35.447   0.490   6.055
1903.500  14.940  23.030  41.316   0.493   2.880
1904.500  14.940  23.030  38.933   0.497   3.482
1905.500  14.940  23.030  29.498   0.500   2.805
1906.500  14.940  23.030  44.988   0.500   3.162
1907.500  14.940  23.030  34.920   0.500   3.991
1908.500  14.940  23.030  24.830   0.500   7.494
1909.500  14.940  23.030  29.195   0.500   4.715
1910.500  14.940  23.030  44.411   0.500   3.247
1911.500  14.940  23.030  19.295   0.500   6.102
1912.500  14.940  23.030  33.912   0.500   8.411
1913.500  14.940  23.030  40.031   0.500   6.103
1914.500  14.940  23.030  45.851   0.500   2.912
1915.500  14.940  23.030  47.893   0.500   4.597
1916.500  14.940  23.030  46.149   0.500   3.564
1917.500  14.940  23.030  24.107   0.500   7.369
1918.500  14.940  23.030  43.910   0.500   5.092
1919.500  14.940  23.030  22.655   0.500   4.779
1920.500  14.940  23.030  50.725   0.504   3.915
1921.500  14.940  23.030  49.406   0.509   5.149
1922.500  14.940  23.030  27.592   0.513   4.917
1923.500  14.940  23.030  48.586   0.517   3.635
1924.500  14.940  23.030  50.232   0.521   2.649
1925.500  14.940  23.030  47.485   0.526   2.710
1926.500  14.940  23.030  49.141   0.530   4.492
1927.500  14.940  23.030  56.283   0.533   2.528
1928.500  14.940  23.030  49.524   0.537   4.848
1929.500  14.940  23.030  45.057   0.540   5.600
1930.500  14.940  23.030  23.022   0.543   7.527
1931.500  14.940  23.030  24.633   0.547   6.783
1932.500  14.940  23.030  57.593   0.550   3.062
1933.500  14.940  23.030  33.676   0.554   7.586
1934.500  14.940  23.030  40.518   0.558   4.910
1935.500  14.940  23.030  50.082   0.562   4.687
1936.500  14.940  23.030  53.071   0.566   4.728
1937.500  14.940  23.030  54.967   0.571   6.811
1938.500  14.940  23.030  58.471   0.575   8.229
1939.500  14.940  23.030  61.271   0.579   4.131
1940.500  14.940  23.030  59.223   0.583   5.330
1941.500  14.940  23.030  44.805   0.582   5.450
1942.500  14.940  23.030  60.575   0.582   3.089
1943.500  14.940  23.030  50.469   0.581   3.178
1944.500  14.940  23.030  62.006   0.580   3.254
1945.500  14.940  23.030  55.572   0.579   3.150
1946.500  14.940  23.030  42.911   0.578   4.923
1947.500  14.940  23.030  43.648   0.577   6.301
1948.500  14.940  23.030  36.336   0.578   7.963
1949.500  14.940  23.030  60.397   0.579   3.411
1950.500  14.940  23.030  64.607   0.580   3.063
1951.500  14.940  23.030  64.469   0.581   3.055
1952.500  14.940  23.030  25.560   0.582   5.308
1953.500  14.940  23.030  51.330   0.582   5.336
1954.500  14.940  23.030  58.652   0.583   2.999
1955.500  14.940  23.030  66.573   0.583   2.844
1956.500  14.940  23.030  66.674   0.583   2.611
1957.500  14.940  23.030  66.686   0.583   3.085
1958.500  14.940  23.030  65.747   0.583   3.715
1959.500  14.940  23.030  46.427   0.583   4.124
1960.500  14.940  23.030  53.085   0.583   4.911
1961.500  14.940  23.030  61.927   0.583   1.791
1962.500  14.940  23.030  66.244   0.587   1.921
1963.500  14.940  23.030  68.340   0.590   3.486
1964.500  14.940  23.030  68.321   0.594   3.380
1965.500  14.940  23.030  66.352   0.597   2.372
1966.500  14.940  23.030  53.112   0.600   1.945
1967.500  14.940  23.030  43.963   0.604   3.659
1968.500  14.940  23.030  49.160   0.607   2.785
1969.500  14.940  23.030  53.453   0.613   1.991
1970.500  14.940  23.030  68.876   0.619   2.019
1971.500  14.940  23.030  67.567   0.625   2.442
1972.500  14.940  23.030  57.871   0.631   3.385
1973.500  14.940  23.030  63.312   0.637   3.545
1974.500  14.940  23.030  71.684   0.643   5.080
1975.500  14.940  23.030  70.809   0.649   2.849
1976.500  14.940  23.030  71.152   0.651   3.393
1977.500  14.940  23.030  71.620   0.654   3.290
1978.500  14.940  23.030  71.229   0.656   3.888
1979.500  14.940  23.030  71.633   0.659   2.808
1980.500  14.940  23.030  72.957   0.662   3.302
1981.500  14.940  23.030  72.872   0.664   4.157
1982.500  14.940  23.030  67.647   0.667   2.562
1983.500  14.940  23.030  58.495   0.662   2.525
1984.500  14.940  23.030  72.949   0.656   3.872
1985.500  14.940  23.030  71.687   0.651   3.007
1986.500  14.940  23.030  59.338   0.646   2.821
1987.500  14.940  23.030  40.500   0.641   3.388
1988.500  14.940  23.030  28.103   0.636   4.370
1989.500  14.940  23.030  47.480   0.631   3.209
1990.500  14.940  23.030  44.485   0.635   3.221
1991.500  14.940  23.030  71.612   0.639   2.172
1992.500  14.940  23.030  72.353   0.644   3.253
1993.500  14.940  23.030  67.555   0.648   3.011
1994.500  14.940  23.030  67.814   0.652   3.855
1995.500  14.940  23.030  49.967   0.656   3.133
1996.500  14.940  23.030  73.087   0.661   3.625
1997.500  14.940  23.030  68.030   0.661   3.434
1998.500  14.940  23.030  63.337   0.661   2.544
1999.500  14.940  23.030  70.387   0.661   2.592
2000.500  14.940  23.030  57.604   0.661   3.320
2001.500  14.940  23.030  62.505   0.661   3.362
2002.500  14.940  23.030  48.721   0.661   5.558
2003.500  14.940  23.030  69.063   0.661   5.872
2004.500  14.940  23.030  44.205   0.661   3.376
2005.500  14.940  23.030  72.106   0.661   4.449
2006.500  14.940  23.030  68.365   0.661   4.643
2007.500  14.940  23.030  63.069   0.661   3.075
2008.500  14.940  23.030  48.977   0.661   2.316
2009.500  14.940  23.030  49.972   0.661   2.558
2010.500  14.940  23.030  59.201   0.661   2.376
2011.500  14.940  23.030  69.060   0.658   2.746
2012.500  14.940  23.030  66.681   0.656   4.141
2013.500  14.940  23.030  71.136   0.653   4.209
2014.500  14.940  23.030  70.870   0.651   3.077
2015.500  14.940  23.030  71.469   0.648   2.625
2016.500  14.940  23.030  71.255   0.645   3.360
2017.500  14.940  23.030  67.945   0.643   2.604
2018.500  14.940  23.030  45.410   0.639   3.258
2019.500  14.940  23.030  67.178   0.634   2.351
2020.500  14.940  23.030  69.946   0.630   2.288
2021.500  14.940  23.030  68.618   0.626   3.120
2022.500  14.940  23.030  68.854   0.622   2.870
2023.500  14.940  23.030  64.240   0.617   2.495
2024.500  14.940  23.030  41.271   0.613   4.295
2025.500  14.940  23.030  17.836   0.609   1.780
2026.500  14.940  23.030  68.084   0.605   2.543
2027.500  14.940  23.030  67.543   0.600   2.248
2028.500  14.940  23.030  23.652   0.596   5.742
2029.500  14.940  23.030  52.792   0.592   3.026
2030.500  14.940  23.030  66.451   0.588   2.552
2031.500  14.940  23.030  66.507   0.583   3.109
2032.500  14.940  23.030  66.130   0.583   4.783
2033.500  14.940  23.030  66.351   0.583   4.527
2034.500  14.940  23.030  65.869   0.583   3.877
2035.500  14.940  23.030  65.425   0.583   3.508
2036.500  14.940  23.030  65.382   0.583   4.111
2037.500  14.940  23.030  54.913   0.583   3.163
2038.500  14.940  23.030  64.064   0.583   3.175
2039.500  14.940  23.030  64.011   0.582   3.264
2040.500  14.940  23.030  64.644   0.582   3.599
2041.500  14.940  23.030  63.160   0.581   2.657
2042.500  14.940  23.030  45.235   0.580   2.473
2043.500  14.940  23.030  61.087   0.579   2.771
2044.500  14.940  23.030  61.068   0.578   2.835
2045.500  14.940  23.030  60.382   0.577   3.441
2046.500  14.940  23.030  62.069   0.578   4.798
2047.500  14.940  23.030  58.315   0.579   3.618
2048.500  14.940  23.030  50.125   0.580   2.738
2049.500  14.940  23.030  27.125   0.581   4.310
2050.500  14.940  23.030  46.361   0.582   2.171
2051.500  14.940  23.030  52.789   0.582   2.292
2052.500  14.940  23.030  56.384   0.583   2.208
2053.500  14.940  23.030  56.947   0.581   3.090
2054.500  14.940  23.030  57.178   0.578   3.997
2055.500  14.940  23.030  39.511   0.576   3.132
2056.500  14.940  23.030  54.819   0.573   3.354
2057.500  14.940  23.030  56.119   0.571   3.848
2058.500  14.940  23.030  55.122   0.568   2.451
2059.500  14.940  23.030  55.276   0.565   1.985
2060.500  14.940  23.030  54.634   0.560   3.068
2061.500  14.940  23.030  53.606   0.554   3.515
2062.500  14.940  23.030  52.506   0.548   2.685
2063.500  14.940  23.030  51.262   0.542   2.326
2064.500  14.940  23.030  47.453   0.536   2.162
2065.500  14.940  23.030  10.987   0.530   1.858
2066.500  14.940  23.030  15.826   0.524   2.849
2067.500  14.940  23.030  45.091   0.520   3.042
2068.500  14.940  23.030  31.472   0.517   2.465
2069.500  14.940  23.030  33.222   0.514   2.887
2070.500  14.940  23.030  50.529   0.510   2.432
2071.500  14.940  23.030  50.329   0.507   4.310
2072.500  14.940  23.030  49.940   0.503   4.632
2073.500  14.940  23.030  49.672   0.500   4.130
2074.500  14.940  23.030  48.996   0.500   2.223
2075.500  14.940  23.030  30.684   0.500   2.768
2076.500  14.940  23.030  41.852   0.500   2.510
2077.500  14.940  23.030  47.361   0.500   5.649
2078.500  14.940  23.030  48.206   0.500   3.729
2079.500  14.940  23.030  47.363   0.500   5.592
2080.500  14.940  23.030  46.432   0.500   4.160
2081.500  14.940  23.030  45.779   0.499   3.420
2082.500  14.940  23.030  44.956   0.498   2.005
2083.500  14.940  23.030  38.943   0.497   2.720
2084.500  14.940  23.030  28.716   0.497   2.004
2085.500  14.940  23.030   8.711   0.496   1.391
2086.500  14.940  23.030  26.892   0.495   2.712
2087.500  14.940  23.030  41.417   0.494   4.498
2088.500  14.940  23.030  40.386   0.494   4.171
2089.500  14.940  23.030  35.811   0.494   4.710
2090.500  14.940  23.030  19.842   0.494   4.550
2091.500  14.940  23.030  26.863   0.494   4.862
2092.500  14.940  23.030  36.319   0.494   3.905
2093.500  14.940  23.030  13.140   0.494   4.860
2094.500  14.940  23.030  37.830   0.494   3.892
2095.500  14.940  23.030  37.624   0.486   3.804
2096.500  14.940  23.030  24.011   0.479   3.826
2097.500  14.940  23.030  36.260   0.471   2.262
2098.500  14.940  23.030  32.168   0.463   3.218
2099.500  14.940  23.030  35.280   0.456   2.004
2100.500  14.940  23.030  31.339   0.448   1.632
2101.500  14.940  23.030  23.286   0.440   1.859
2102.500  14.940  23.030  33.247   0.437   2.381
2103.500  14.940  23.030  32.122   0.434   2.094
2104.500  14.940  23.030  31.997   0.430   3.212
2105.500  14.940  23.030  22.509   0.427   1.432
2106.500  14.940  23.030  23.098   0.423   1.953
2107.500  14.940  23.030  25.244   0.420   6.246
2108.500  14.940  23.030  29.868   0.417   2.640
2109.500  14.940  23.030  20.937   0.416   4.006
2110.500  14.940  23.030  10.368   0.415   7.186
2111.500  14.940  23.030  13.400   0.414   3.098
2112.500  14.940  23.030  18.752   0.413   6.055
2113.500  14.940  23.030  23.937   0.412   4.845
2114.500  14.940  23.030  10.033   0.412   6.318
2115.500  14.940  23.030  24.987   0.411   4.926
2116.500  14.940  23.030  25.717   0.409   5.282
2117.500  14.940  23.030  26.487   0.407   5.765
2118.500  14.940  23.030  20.111   0.406   8.824
2119.500  14.940  23.030   8.159   0.404   8.641
2120.500  14.940  23.030  19.320   0.402   7.761
2121.500  14.940  23.030  14.032   0.401   3.337
2122.500  14.940  23.030  10.108   0.399   4.706
2123.500  14.940  23.030  19.819   0.395   5.763
2124.500  14.940  23.030  16.935   0.392   5.495
2125.500  14.940  23.030   7.111   0.389   8.354
2126.500  14.940  23.030  23.261   0.385   5.521
2127.500  14.940  23.030   6.778   0.382   4.234
2128.500  14.940  23.030  18.623   0.378   2.697
2129.500  14.940  23.030  22.335   0.375   2.592
2130.500  14.940  23.030   8.711   0.373   6.138
2131.500  14.940  23.030   6.408   0.372   8.865
2132.500  14.940  23.030  12.627   0.370   4.343
2133.500  14.940  23.030   6.484   0.368   5.343
2134.500  14.940  23.030   7.503   0.366   9.464
2135.500  14.940  23.030  19.237   0.365   3.265
2136.500  14.940  23.030  17.831   0.363   3.328
2137.500  14.940  23.030  15.954   0.360   7.217
2138.500  14.940  23.030  19.741   0.356   4.922
2139.500  14.940  23.030  20.375   0.353   7.629
2140.500  14.940  23.030  20.327   0.349   9.096
2141.500  14.940  23.030  19.644   0.346   6.734
2142.500  14.940  23.030  19.192   0.343   3.924
2143.500  14.940  23.030  19.128   0.339   4.670
2144.500  14.940  23.030  18.237   0.335   3.739
2145.500  14.940  23.030  18.080   0.331   2.115
2146.500  14.940  23.030  14.879   0.327   3.713
2147.500  14.940  23.030  13.345   0.322   4.446
2148.500  14.940  23.030   8.788   0.318   5.549
2149.500  14.940  23.030   1.695   0.314   7.217
2150.500  14.940  23.030  15.954   0.310   3.429
2151.500  14.940  23.030  15.020   0.311   5.776
2152.500  14.940  23.030   3.024   0.313   8.024
2153.500  14.940  23.030   1.867   0.315   4.619
2154.500  14.940  23.030   1.196   0.316  10.234
2155.500  14.940  23.030   5.127   0.318   9.653
2156.500  14.940  23.030   4.585   0.320   6.450
2157.500  14.940  23.030  15.914   0.321   8.838
2158.500  14.940  23.030  15.708   0.321   4.363
2159.500  14.940  23.030  15.282   0.320   2.697
2160.500  14.940  23.030  14.832   0.319   5.528
2161.500  14.940  23.030  14.072   0.318   3.945
2162.500  14.940  23.030   8.701   0.317   2.678
2163.500  14.940  23.030   2.803   0.316   3.088
2164.500  14.940  23.030   8.063   0.315   6.749
2165.500  14.940  23.030   8.934   0.317   3.889
2166.500  14.940  23.030   6.543   0.319   7.200
2167.500  14.940  23.030   9.303   0.321  10.845
2168.500  14.940  23.030   2.198   0.322  11.428
2169.500  14.940  23.030   3.775   0.324   8.281
2170.500  14.940  23.030  11.981   0.326   5.497
2171.500  14.940  23.030  12.023   0.327   3.437
2172.500  14.940  23.030  13.601   0.327   5.269
2173.500  14.940  23.030   4.814   0.326   6.036
2174.500  14.940  23.030   3.082   0.325   3.476
2175.500  14.940  23.030   6.563   0.324   2.947
2176.500  14.940  23.030   4.083   0.323   7.284
2177.500  14.940  23.030   3.698   0.322   8.326
2178.500  14.940  23.030   1.912   0.321   9.804
2179.500  14.940  23.030  11.291   0.323   5.853
2180.500  14.940  23.030  11.398   0.325   1.808
2181.500  14.940  23.030   2.151   0.327   6.435
2182.500  14.940  23.030  10.404   0.328   4.255
2183.500  14.940  23.030  11.742   0.330   3.020
2184.500  14.940  23.030   9.045   0.332   2.869
2185.500  14.940  23.030   5.235   0.333   4.692
2186.500  14.940  23.030  11.770   0.333   6.335
2187.500  14.940  23.030  14.235   0.333   6.127
2188.500  14.940  23.030  14.375   0.333   3.603
2189.500  14.940  23.030  13.949   0.333   3.460
2190.000  14.940  23.030   7.904   0.327   1.510
2190.500  14.940  23.030   7.904   0.327   1.510
2191.500  14.940  23.030   3.579   0.327   7.986
2192.500  14.940  23.030  13.182   0.327   4.903
2193.500  14.940  23.030  14.622   0.327   3.111
